date(yyyy/mm/dd), Estimated_unimpaired_flow_into_HetchHetchy(cubic_meters_per_second)
2007/04/20, 19.59
2007/04/21, 19.68
2007/04/22, 26.76
2007/04/23, 26.73
2007/04/24, 26.50
2007/04/25, 36.41
2007/04/26, 42.84
2007/04/27, 52.34
2007/04/28, 72.10
2007/04/29, 88.19
2007/04/30, 88.19
2007/05/01, 86.88
2007/05/02, 82.68
2007/05/03, 56.88
2007/05/04, 48.42
2007/05/05, 39.77
2007/05/06, 31.24
2007/05/07, 34.57
2007/05/08, 45.48
2007/05/09, 68.27
2007/05/10, 80.89
2007/05/11, 94.22
2007/05/12, 96.18
2007/05/13, 86.24
2007/05/14, 84.85
2007/05/15, 86.28
2007/05/16, 87.05
2007/05/17, 92.62
2007/05/18, 89.10
2007/05/19, 83.31
2007/05/20, 82.08
2007/05/21, 77.59
2007/05/22, 69.53
2007/05/23, 53.14
2007/05/24, 51.87
2007/05/25, 51.02
2007/05/26, 54.02
2007/05/27, 60.59
2007/05/28, 63.31
2007/05/29, 60.84
2007/05/30, 59.10
2007/05/31, 50.96
2007/06/01, 45.32
2007/06/02, 45.05
2007/06/03, 42.83
2007/06/04, 39.04
2007/06/05, 29.31
2007/06/06, 24.71
2007/06/07, 24.49
2007/06/08, 23.47
2007/06/09, 19.26
2007/06/10, 18.21
2007/06/11, 19.47
2007/06/12, 20.72
2007/06/13, 20.19
2007/06/14, 19.08
2007/06/15, 18.99
2007/06/16, 17.54
2007/06/17, 16.19
2007/06/18, 13.34
2007/06/19, 13.00
2007/06/20, 10.82
2007/06/21,  9.97
2007/06/22,  8.45
2007/06/23,  8.45
2007/06/24,  7.05
2007/06/25,  6.48
2007/06/26,  6.54
2007/06/27,  5.52
2007/06/28,  5.54
2007/06/29,  5.44
2007/06/30,  4.70
2007/07/01,  4.28
2007/07/02,  4.18
2007/07/03,  4.11
2007/07/04,  3.44
2007/07/05,  3.43
2007/07/06,  3.11
2007/07/07,  3.61
2007/07/08,  3.20
2007/07/09,  2.49
2007/07/10,  2.10
2007/07/11,  2.33
2007/07/12,  3.27
2007/07/13,  3.43
2007/07/14,  3.06
2007/07/15,  2.05
2007/07/16,  2.30
2007/07/17,  2.10
2007/07/18,  2.22
2007/07/19,  2.22
2007/07/20,  2.19
2007/07/21,  1.71
2007/07/22,  1.78
2007/07/23,  2.16
2007/07/24,  2.24
2007/07/25,  1.96
2007/07/26,  2.07
2007/07/27,  2.07
2007/07/28,  2.16
2007/07/29,  2.01
2007/07/30,  1.84
2007/07/31,  1.93
2007/08/01,  1.50
2007/08/02,  1.33
2007/08/03,  0.67
2007/08/04,  0.67
2007/08/05,  0.56
2007/08/06,  0.48
2007/08/07,  0.45
2007/08/08,  0.57
2007/08/09,  0.45
2007/08/10,  0.54
2007/08/11,  0.54
2007/08/12,  0.25
2007/08/13,  0.24
2007/08/14,  0.31
2007/08/15,  0.23
2007/08/16,  0.34
2007/08/17,  0.54
2007/08/18,  0.73
2007/08/19,  0.76
2007/08/20,  0.62
2007/08/21,  1.02
2007/08/22,  1.08
2007/08/23,  0.93
2007/08/24,  0.68
2007/08/25,  0.57
2007/08/26,  0.88
2007/08/27,  0.93
2007/08/28,  0.88
2007/08/29,  0.79
2007/08/30,  0.77
2007/08/31,  0.87
2007/09/01,  2.92
2007/09/02,  0.90
2007/09/03,  1.13
2007/09/04,  0.79
2007/09/05,  0.66
2007/09/06,  0.58
2007/09/07,  0.45
2007/09/08,  0.58
2007/09/09,  0.40
2007/09/10,  0.51
2007/09/11,  0.61
2007/09/12,  0.57
2007/09/13,  0.43
2007/09/14,  0.38
2007/09/15,  0.49
2007/09/16,  0.38
2007/09/17,  0.45
2007/09/18,  0.57
2007/09/19,  0.48
2007/09/20,  1.16
2007/09/21,  1.16
2007/09/22,  0.99
2007/09/23,  1.24
2007/09/24,  0.50
2007/09/25,  0.53
2007/09/26,  0.84
2007/09/27,  0.44
2007/09/28,  0.70
2007/09/29,  0.69
2007/09/30,  0.45
2007/10/01,  1.19
2007/10/02,  1.24
2007/10/03,  1.13
2007/10/04,  1.21
2007/10/05,  1.16
2007/10/06,  1.13
2007/10/07,  1.01
2007/10/08,  0.85
2007/10/09,  0.72
2007/10/10,  0.67
2007/10/11,  0.61
2007/10/12,  0.77
2007/10/13,  0.53
2007/10/14,  0.48
2007/10/15,  0.46
2007/10/16,  0.64
2007/10/17,  0.48
2007/10/18,  0.48
2007/10/19,  0.59
2007/10/20,  0.67
2007/10/21,  0.67
2007/10/22,  0.61
2007/10/23,  0.85
2007/10/24,  0.78
2007/10/25,  1.03
2007/10/26,  0.93
2007/10/27,  1.01
2007/10/28,  0.77
2007/10/29,  0.90
2007/10/30,  1.03
2007/10/31,  0.93
2007/11/01,  1.21
2007/11/02,  0.95
2007/11/03,  1.18
2007/11/04,  1.24
2007/11/05,  1.03
2007/11/06,  1.21
2007/11/07,  1.03
2007/11/08,  1.37
2007/11/09,  1.52
2007/11/10,  1.32
2007/11/11,  1.29
2007/11/12,  0.98
2007/11/13,  1.32
2007/11/14,  1.04
2007/11/15,  0.95
2007/11/16,  1.21
2007/11/17,  1.11
2007/11/18,  1.19
2007/11/19,  0.95
2007/11/20,  0.84
2007/11/21,  0.76
2007/11/22,  0.85
2007/11/23,  0.80
2007/11/24,  0.85
2007/11/25,  0.82
2007/11/26,  0.82
2007/11/27,  0.76
2007/11/28,  0.80
2007/11/29,  0.90
2007/11/30,  0.90
2007/12/01,  1.06
2007/12/02,  1.03
2007/12/03,  0.87
2007/12/04,  1.56
2007/12/05,  1.78
2007/12/06,  2.12
2007/12/07,  2.37
2007/12/08,  2.51
2007/12/09,  1.37
2007/12/10,  1.06
2007/12/11,  1.07
2007/12/12,  1.20
2007/12/13,  1.44
2007/12/14,  1.31
2007/12/15,  1.19
2007/12/16,  1.65
2007/12/17,  1.68
2007/12/18,  2.93
2007/12/19,  2.93
2007/12/20,  4.04
2007/12/21,  4.70
2007/12/22,  2.44
2007/12/23,  1.21
2007/12/24,  2.04
2007/12/25,  2.41
2007/12/26,  3.98
2007/12/27,  4.60
2007/12/28,  1.73
2007/12/29,  0.69
2007/12/30,  1.17
2007/12/31,  2.51
2008/01/01,  1.77
2008/01/02,  3.96
2008/01/03,  4.93
2008/01/04, 12.06
2008/01/05, 12.06
2008/01/06, 10.96
2008/01/07,  7.36
2008/01/08,  6.26
2008/01/09,  4.02
2008/01/10,  4.33
2008/01/11,  4.05
2008/01/12,  2.41
2008/01/13,  2.53
2008/01/14,  2.41
2008/01/15,  2.83
2008/01/16,  3.23
2008/01/17,  3.29
2008/01/18,  4.11
2008/01/19,  4.05
2008/01/20,  4.42
2008/01/21,  4.05
2008/01/22,  4.33
2008/01/23,  4.46
2008/01/24,  4.40
2008/01/25,  4.05
2008/01/26,  4.38
2008/01/27, 10.42
2008/01/28, 11.44
2008/01/29,  9.63
2008/01/30,  6.94
2008/01/31,  7.41
2008/02/01,  7.19
2008/02/02,  8.18
2008/02/03,  7.64
2008/02/04,  7.93
2008/02/05,  8.48
2008/02/06,  8.18
2008/02/07,  8.40
2008/02/08,  8.58
2008/02/09,  8.42
2008/02/10,  9.85
2008/02/11,  9.31
2008/02/12, 13.43
2008/02/13, 15.50
2008/02/14,  9.82
2008/02/15, 10.15
2008/02/16,  9.57
2008/02/17,  9.80
2008/02/18, 10.65
2008/02/19, 10.74
2008/02/20, 10.25
2008/02/21, 10.38
2008/02/22, 10.48
2008/02/23, 10.37
2008/02/24, 13.42
2008/02/25, 13.22
2008/02/26, 15.90
2008/02/27, 16.19
2008/02/28, 17.16
2008/02/29, 19.83
2008/03/01, 16.91
2008/03/02, 15.65
2008/03/03, 15.94
2008/03/04, 14.43
2008/03/05, 12.72
2008/03/06, 12.21
2008/03/07, 13.68
2008/03/08, 13.57
2008/03/09, 14.15
2008/03/10, 17.63
2008/03/11, 19.17
2008/03/12, 20.62
2008/03/13, 33.39
2008/03/14, 26.87
2008/03/15, 18.97
2008/03/16, 16.37
2008/03/17, 12.37
2008/03/18, 13.77
2008/03/19, 16.20
2008/03/20, 19.05
2008/03/21, 17.80
2008/03/22, 17.83
2008/03/23, 21.99
2008/03/24, 23.28
2008/03/25, 24.35
2008/03/26, 24.35
2008/03/27, 24.35
2008/03/28, 21.23
2008/03/29, 19.80
2008/03/30, 20.35
2008/03/31, 15.83
2008/04/01, 14.66
2008/04/02, 14.16
2008/04/03, 15.17
2008/04/04, 19.28
2008/04/05, 19.08
2008/04/06, 20.68
2008/04/07, 21.70
2008/04/08, 16.14
2008/04/09, 14.52
2008/04/10, 17.72
2008/04/11, 25.83
2008/04/12, 33.39
2008/04/13, 42.01
2008/04/14, 52.06
2008/04/15, 50.55
2008/04/16, 40.50
2008/04/17, 40.50
2008/04/18, 49.06
2008/04/19, 47.64
2008/04/20, 40.47
2008/04/21, 33.33
2008/04/22, 30.37
2008/04/23, 28.94
2008/04/24, 27.48
2008/04/25, 29.94
2008/04/26, 40.57
2008/04/27, 63.43
2008/04/28, 84.82
2008/04/29, 90.53
2008/04/30, 78.91
2008/05/01, 60.66
2008/05/02, 58.84
2008/05/03, 66.09
2008/05/04, 63.12
2008/05/05, 55.99
2008/05/06, 72.97
2008/05/07, 103.28
2008/05/08, 84.12
2008/05/09, 83.85
2008/05/10, 85.87
2008/05/11, 102.21
2008/05/12, 97.93
2008/05/13, 78.00
2008/05/14, 86.14
2008/05/15, 150.09
2008/05/16, 191.49
2008/05/17, 189.95
2008/05/18, 191.60
2008/05/19, 182.89
2008/05/20, 165.57
2008/05/21, 141.44
2008/05/22, 93.05
2008/05/23, 66.41
2008/05/24, 54.63
2008/05/25, 53.14
2008/05/26, 52.36
2008/05/27, 50.64
2008/05/28, 49.58
2008/05/29, 45.49
2008/05/30, 42.75
2008/05/31, 56.02
2008/06/01, 71.50
2008/06/02, 76.16
2008/06/03, 88.87
2008/06/04, 92.10
2008/06/05, 78.84
2008/06/06, 84.29
2008/06/07, 95.90
2008/06/08, 78.67
2008/06/09, 78.66
2008/06/10, 99.29
2008/06/11, 90.50
2008/06/12, 75.46
2008/06/13, 78.06
2008/06/14, 79.87
2008/06/15, 81.27
2008/06/16, 75.57
2008/06/17, 70.93
2008/06/18, 62.36
2008/06/19, 56.68
2008/06/20, 51.45
2008/06/21, 53.65
2008/06/22, 55.15
2008/06/23, 52.89
2008/06/24, 43.47
2008/06/25, 42.83
2008/06/26, 37.91
2008/06/27, 36.45
2008/06/28, 33.57
2008/06/29, 31.51
2008/06/30, 29.01
2008/07/01, 26.93
2008/07/02, 21.20
2008/07/03, 19.76
2008/07/04, 19.36
2008/07/05, 16.00
2008/07/06, 13.71
2008/07/07, 14.09
2008/07/08, 14.25
2008/07/09, 12.73
2008/07/10, 11.49
2008/07/11, 11.44
2008/07/12, 10.42
2008/07/13, 10.42
2008/07/14,  9.94
2008/07/15, 28.34
2008/07/16, 16.39
2008/07/17, 10.11
2008/07/18, 10.02
2008/07/19,  8.66
2008/07/20,  8.27
2008/07/21,  6.51
2008/07/22,  6.03
2008/07/23,  5.15
2008/07/24,  4.19
2008/07/25,  4.51
2008/07/26,  4.03
2008/07/27,  3.20
2008/07/28,  3.39
2008/07/29,  3.39
2008/07/30,  3.60
2008/07/31,  3.00
2008/08/01,  2.92
2008/08/02,  2.04
2008/08/03,  1.84
2008/08/04,  3.00
2008/08/05,  2.23
2008/08/06,  0.83
2008/08/07,  0.95
2008/08/08,  2.40
2008/08/09,  1.89
2008/08/10,  2.41
2008/08/11,  1.25
2008/08/12,  1.73
2008/08/13,  1.16
2008/08/14,  0.85
2008/08/15,  0.80
2008/08/16,  1.09
2008/08/17,  0.68
2008/08/18,  0.85
2008/08/19,  1.77
2008/08/20,  1.58
2008/08/21,  0.52
2008/08/22,  0.46
2008/08/23,  1.06
2008/08/24,  1.25
2008/08/25,  0.68
2008/08/26,  1.09
2008/08/27,  0.96
2008/08/28,  0.21
2008/08/29,  0.41
2008/08/30,  0.52
2008/08/31,  0.37
2008/09/01,  0.31
2008/09/02,  0.82
2008/09/03,  1.10
2008/09/04,  0.49
2008/09/05,  0.40
2008/09/06,  0.23
2008/09/07,  0.40
2008/09/08,  0.45
2008/09/09,  0.35
2008/09/10,  0.51
2008/09/11,  0.15
2008/09/12,  0.18
2008/09/13,  0.17
2008/09/14,  0.03
2008/09/15,  0.23
2008/09/16,  0.04
2008/09/17,  0.44
2008/09/18,  0.82
2008/09/19,  0.42
2008/09/20,  0.17
2008/09/21,  0.40
2008/09/22,  0.18
2008/09/23,  0.28
2008/09/24,  0.45
2008/09/25,  0.34
2008/09/26,  0.17
2008/09/27,  0.62
2008/09/28,  0.57
2008/09/29,  0.85
2008/09/30,  0.68
2008/10/01,  0.85
2008/10/02,  1.05
2008/10/03,  0.85
2008/10/04,  1.02
2008/10/05,  0.99
2008/10/06,  1.22
2008/10/07,  1.36
2008/10/08,  1.22
2008/10/09,  1.22
2008/10/10,  1.22
2008/10/11,  1.36
2008/10/12,  1.10
2008/10/13,  1.36
2008/10/14,  1.36
2008/10/15,  1.47
2008/10/16,  1.47
2008/10/17,  1.36
2008/10/18,  1.53
2008/10/19,  1.10
2008/10/20,  0.99
2008/10/21,  0.99
2008/10/22,  1.22
2008/10/23,  1.10
2008/10/24,  1.10
2008/10/25,  1.22
2008/10/26,  1.47
2008/10/27,  1.36
2008/10/28,  1.36
2008/10/29,  0.74
2008/10/30,  1.36
2008/10/31,  2.94
2008/11/01, 18.49
2008/11/02, 41.62
2008/11/03, 23.67
2008/11/04, 13.70
2008/11/05, 10.48
2008/11/06,  8.83
2008/11/07,  7.08
2008/11/08, 10.70
2008/11/09, 14.10
2008/11/10, 11.81
2008/11/11,  9.65
2008/11/12, 10.59
2008/11/13, 11.92
2008/11/14, 12.77
2008/11/15, 14.58
2008/11/16, 15.03
2008/11/17, 12.09
2008/11/18, 10.45
2008/11/19,  8.89
2008/11/20,  8.04
2008/11/21,  5.97
2008/11/22,  5.01
2008/11/23,  4.98
2008/11/24,  5.15
2008/11/25,  4.98
2008/11/26,  4.64
2008/11/27,  4.61
2008/11/28,  4.64
2008/11/29,  4.50
2008/11/30,  4.02
2008/12/01,  3.79
2008/12/02,  3.17
2008/12/03,  3.17
2008/12/04,  2.69
2008/12/05,  2.41
2008/12/06,  2.69
2008/12/07,  2.38
2008/12/08,  2.43
2008/12/09,  2.15
2008/12/10,  2.58
2008/12/11,  2.32
2008/12/12,  2.32
2008/12/13,  1.81
2008/12/14,  1.64
2008/12/15,  1.95
2008/12/16,  2.43
2008/12/17,  2.32
2008/12/18,  2.58
2008/12/19,  2.69
2008/12/20,  2.69
2008/12/21,  3.54
2008/12/22,  4.50
2008/12/23,  5.66
2008/12/24,  6.09
2008/12/25,  6.46
2008/12/26,  7.30
2008/12/27,  7.42
2008/12/28,  8.04
2008/12/29,  8.41
2008/12/30,  8.89
2008/12/31,  8.64
2009/01/01,  8.64
2009/01/02,  9.46
2009/01/03,  9.00
2009/01/04,  8.27
2009/01/05,  8.41
2009/01/06,  8.41
2009/01/07,  8.15
2009/01/08,  8.27
2009/01/09,  8.27
2009/01/10,  7.79
2009/01/11,  7.79
2009/01/12,  7.30
2009/01/13,  6.23
2009/01/14,  6.20
2009/01/15,  6.20
2009/01/16,  6.23
2009/01/17,  7.67
2009/01/18,  9.63
2009/01/19,  9.99
2009/01/20,  5.86
2009/01/21,  5.72
2009/01/22, 19.22
2009/01/23, 47.06
2009/01/24, 58.64
2009/01/25, 50.09
2009/01/26, 31.20
2009/01/27, 19.82
2009/01/28, 16.17
2009/01/29, 14.24
2009/01/30, 14.10
2009/01/31, 13.99
2009/02/01, 14.72
2009/02/02, 14.44
2009/02/03, 14.35
2009/02/04, 14.47
2009/02/05, 13.99
2009/02/06, 14.61
2009/02/07, 14.72
2009/02/08, 14.04
2009/02/09, 13.14
2009/02/10, 12.66
2009/02/11, 12.66
2009/02/12, 13.96
2009/02/13, 13.62
2009/02/14, 12.91
2009/02/15, 12.77
2009/02/16, 12.40
2009/02/17, 11.72
2009/02/18, 12.00
2009/02/19, 12.06
2009/02/20, 12.06
2009/02/21, 13.39
2009/02/22, 15.43
2009/02/23, 27.63
2009/02/24, 26.39
2009/02/25, 22.37
2009/02/26, 20.61
2009/02/27, 18.97
2009/02/28, 17.72
2009/03/01, 16.17
2009/03/02, 26.33
2009/03/03, 57.73
2009/03/04, 34.91
2009/03/05, 25.65
2009/03/06, 22.62
2009/03/07, 20.56
2009/03/08, 18.01
2009/03/09, 16.73
2009/03/10, 16.05
2009/03/11, 15.69
2009/03/12, 14.61
2009/03/13, 14.04
2009/03/14, 14.47
2009/03/15, 15.94
2009/03/16, 16.70
2009/03/17, 18.86
2009/03/18, 21.46
2009/03/19, 25.91
2009/03/20, 29.93
2009/03/21, 39.18
2009/03/22, 39.89
2009/03/23, 30.89
2009/03/24, 28.94
2009/03/25, 27.60
2009/03/26, 27.97
2009/03/27, 27.86
2009/03/28, 30.41
2009/03/29, 37.68
2009/03/30, 34.17
2009/03/31, 34.17
2009/04/01, 37.32
2009/04/02, 39.07
2009/04/03, 36.24
2009/04/04, 33.55
2009/04/05, 32.47
2009/04/06, 32.47
2009/04/07, 33.27
2009/04/08, 36.35
2009/04/09, 34.17
2009/04/10, 31.26
2009/04/11, 27.72
2009/04/12, 26.05
2009/04/13, 29.56
2009/04/14, 38.34
2009/04/15, 35.87
2009/04/16, 28.82
2009/04/17, 27.38
2009/04/18, 33.44
2009/04/19, 45.67
2009/04/20, 69.82
2009/04/21, 89.81
2009/04/22, 109.66
2009/04/23, 119.82
2009/04/24, 109.15
2009/04/25, 89.47
2009/04/26, 59.57
2009/04/27, 54.47
2009/04/28, 55.21
2009/04/29, 56.51
2009/04/30, 56.80
2009/05/01, 62.29
2009/05/02, 136.21
2009/05/03, 140.91
2009/05/04, 131.85
2009/05/05, 85.14
2009/05/06, 91.39
2009/05/07, 97.51
2009/05/08, 113.05
2009/05/09, 124.26
2009/05/10, 135.11
2009/05/11, 144.39
2009/05/12, 149.04
2009/05/13, 149.58
2009/05/14, 139.92
2009/05/15, 150.09
2009/05/16, 193.83
2009/05/17, 204.76
2009/05/18, 209.74
2009/05/19, 199.97
2009/05/20, 195.19
2009/05/21, 190.37
2009/05/22, 183.30
2009/05/23, 162.97
2009/05/24, 157.59
2009/05/25, 144.99
2009/05/26, 133.01
2009/05/27, 124.01
2009/05/28, 130.95
2009/05/29, 137.88
2009/05/30, 119.51
2009/05/31, 121.60
2009/06/01, 130.13
2009/06/02, 117.16
2009/06/03, 107.31
2009/06/04, 92.87
2009/06/05, 98.50
2009/06/06, 70.24
2009/06/07, 64.47
2009/06/08, 57.28
2009/06/09, 70.27
2009/06/10, 72.54
2009/06/11, 64.78
2009/06/12, 53.20
2009/06/13, 55.78
2009/06/14, 58.47
2009/06/15, 53.48
2009/06/16, 59.65
2009/06/17, 62.15
2009/06/18, 68.15
2009/06/19, 71.91
2009/06/20, 86.81
2009/06/21, 75.93
2009/06/22, 63.87
2009/06/23, 60.56
2009/06/24, 58.98
2009/06/25, 63.45
2009/06/26, 59.06
2009/06/27, 55.01
2009/06/28, 50.45
2009/06/29, 50.34
2009/06/30, 49.94
2009/07/01, 44.45
2009/07/02, 44.82
2009/07/03, 37.43
2009/07/04, 35.99
2009/07/05, 32.79
2009/07/06, 29.45
2009/07/07, 25.11
2009/07/08, 20.13
2009/07/09, 19.17
2009/07/10, 17.50
2009/07/11, 16.05
2009/07/12, 14.72
2009/07/13, 15.54
2009/07/14, 15.80
2009/07/15, 14.21
2009/07/16, 14.72
2009/07/17, 13.56
2009/07/18, 12.77
2009/07/19, 12.00
2009/07/20, 11.81
2009/07/21, 11.21
2009/07/22,  9.23
2009/07/23,  8.44
2009/07/24,  8.04
2009/07/25,  7.39
2009/07/26,  6.60
2009/07/27,  6.74
2009/07/28,  6.23
2009/07/29,  7.13
2009/07/30,  9.40
2009/07/31,  8.32
2009/08/01,  6.99
2009/08/02,  6.48
2009/08/03,  4.87
2009/08/04,  4.87
2009/08/05,  3.99
2009/08/06,  3.45
2009/08/07,  3.60
2009/08/08,  2.55
2009/08/09,  3.20
2009/08/10,  3.06
2009/08/11,  2.80
2009/08/12,  2.55
2009/08/13,  2.41
2009/08/14,  2.27
2009/08/15,  2.60
2009/08/16,  2.21
2009/08/17,  1.67
2009/08/18,  1.87
2009/08/19,  1.87
2009/08/20,  1.22
2009/08/21,  1.50
2009/08/22,  2.38
2009/08/23,  3.00
2009/08/24,  3.31
2009/08/25,  3.20
2009/08/26,  2.15
2009/08/27,  1.87
2009/08/28,  1.73
2009/08/29,  1.59
2009/08/30,  1.42
2009/08/31,  1.36
2009/09/01,  1.33
2009/09/02,  1.27
2009/09/03,  1.22
2009/09/04,  1.16
2009/09/05,  1.10
2009/09/06,  1.10
2009/09/07,  1.08
2009/09/08,  1.02
2009/09/09,  0.99
2009/09/10,  0.93
2009/09/11,  0.93
2009/09/12,  0.93
2009/09/13,  0.91
2009/09/14,  0.91
2009/09/15,  0.91
2009/09/16,  0.88
2009/09/17,  0.82
2009/09/18,  0.79
2009/09/19,  0.76
2009/09/20,  0.74
2009/09/21,  0.74
2009/09/22,  0.74
2009/09/23,  0.71
2009/09/24,  0.71
2009/09/25,  0.68
2009/09/26,  0.62
2009/09/27,  0.62
2009/09/28,  0.59
2009/09/29,  0.57
2009/09/30,  0.57
2009/10/01,  0.59
2009/10/02,  0.62
2009/10/03,  0.68
2009/10/04,  0.59
2009/10/05,  1.22
2009/10/06,  0.79
2009/10/07,  0.76
2009/10/08,  0.79
2009/10/09,  0.71
2009/10/10,  0.65
2009/10/11,  0.79
2009/10/12,  0.79
2009/10/13,  6.57
2009/10/14, 42.87
2009/10/15, 46.46
2009/10/16, 22.48
2009/10/17, 19.34
2009/10/18, 18.74
2009/10/19, 19.34
2009/10/20, 22.59
2009/10/21, 15.40
2009/10/22, 12.32
2009/10/23, 11.49
2009/10/24, 10.87
2009/10/25,  9.63
2009/10/26,  7.98
2009/10/27,  6.60
2009/10/28,  6.74
2009/10/29,  6.71
2009/10/30,  5.52
2009/10/31,  5.52
2009/11/01,  5.72
2009/11/02,  4.50
2009/11/03,  3.79
2009/11/04,  4.50
2009/11/05,  4.08
2009/11/06,  4.08
2009/11/07,  3.26
2009/11/08,  3.68
2009/11/09,  2.38
2009/11/10,  2.41
2009/11/11,  2.04
2009/11/12,  2.15
2009/11/13,  2.18
2009/11/14,  2.27
2009/11/15,  2.24
2009/11/16,  2.63
2009/11/17,  2.86
2009/11/18,  2.24
2009/11/19,  1.64
2009/11/20,  1.81
2009/11/21,  2.43
2009/11/22,  2.21
2009/11/23,  1.81
2009/11/24,  2.41
2009/11/25,  2.21
2009/11/26,  1.81
2009/11/27,  2.21
2009/11/28,  1.81
2009/11/29,  2.43
2009/11/30,  2.63
2009/12/01,  2.24
2009/12/02,  2.43
2009/12/03,  1.98
2009/12/04,  2.35
2009/12/05,  2.18
2009/12/06,  2.12
2009/12/07,  1.95
2009/12/08,  1.81
2009/12/09,  1.61
2009/12/10,  1.42
2009/12/11,  1.61
2009/12/12,  5.49
2009/12/13, 15.23
2009/12/14,  8.61
2009/12/15,  5.92
2009/12/16,  6.03
2009/12/17,  5.95
2009/12/18,  5.52
2009/12/19,  5.75
2009/12/20,  5.55
2009/12/21,  5.55
2009/12/22,  5.32
2009/12/23,  5.95
2009/12/24,  5.32
2009/12/25,  4.98
2009/12/26,  5.72
2009/12/27,  5.55
2009/12/28,  5.32
2009/12/29,  4.70
2009/12/30,  5.49
2009/12/31,  4.70
2010/01/01,  5.32
2010/01/02,  5.52
2010/01/03,  5.52
2010/01/04,  5.12
2010/01/05,  5.72
2010/01/06,  6.40
2010/01/07,  6.43
2010/01/08,  6.77
2010/01/09,  7.59
2010/01/10,  7.98
2010/01/11,  8.92
2010/01/12,  8.92
2010/01/13, 13.93
2010/01/14, 11.44
2010/01/15, 10.67
2010/01/16,  7.98
2010/01/17,  8.21
2010/01/18,  8.41
2010/01/19, 10.87
2010/01/20, 11.55
2010/01/21, 11.58
2010/01/22, 11.61
2010/01/23, 11.33
2010/01/24, 10.48
2010/01/25, 10.48
2010/01/26, 11.61
2010/01/27, 11.64
2010/01/28, 10.87
2010/01/29,  9.85
2010/01/30, 10.05
2010/01/31,  9.85
2010/02/01,  9.12
2010/02/02,  8.83
2010/02/03,  9.06
2010/02/04,  9.00
2010/02/05,  8.95
2010/02/06, 11.52
2010/02/07, 13.42
2010/02/08, 11.49
2010/02/09, 11.01
2010/02/10, 10.31
2010/02/11,  9.65
2010/02/12,  9.23
2010/02/13,  9.43
2010/02/14, 10.05
2010/02/15, 10.82
2010/02/16, 10.82
2010/02/17, 12.12
2010/02/18, 13.34
2010/02/19, 16.22
2010/02/20, 15.40
2010/02/21, 13.76
2010/02/22, 13.34
2010/02/23, 14.04
2010/02/24, 18.69
2010/02/25, 19.93
2010/02/26, 19.31
2010/02/27, 22.20
2010/02/28, 23.13
2010/03/01, 17.27
2010/03/02, 15.01
2010/03/03, 14.47
2010/03/04, 14.67
2010/03/05, 14.67
2010/03/06, 13.56
2010/03/07, 13.34
2010/03/08, 12.12
2010/03/09, 12.12
2010/03/10, 11.92
2010/03/11, 11.49
2010/03/12, 13.53
2010/03/13, 16.25
2010/03/14, 16.59
2010/03/15, 16.53
2010/03/16, 16.59
2010/03/17, 19.08
2010/03/18, 21.60
2010/03/19, 24.09
2010/03/20, 27.55
2010/03/21, 26.61
2010/03/22, 25.48
2010/03/23, 24.46
2010/03/24, 24.55
2010/03/25, 25.71
2010/03/26, 23.87
2010/03/27, 22.48
2010/03/28, 22.65
2010/03/29, 26.10
2010/03/30, 30.21
2010/03/31, 39.35
2010/04/01, 24.46
2010/04/02, 21.91
2010/04/03, 20.56
2010/04/04, 19.45
2010/04/05, 18.91
2010/04/06, 18.29
2010/04/07, 20.56
2010/04/08, 23.64
2010/04/09, 29.53
2010/04/10, 34.37
2010/04/11, 31.26
2010/04/12, 30.63
2010/04/13, 27.75
2010/04/14, 25.48
2010/04/15, 24.46
2010/04/16, 26.78
2010/04/17, 34.54
2010/04/18, 36.89
2010/04/19, 49.12
2010/04/20, 65.09
2010/04/21, 56.85
2010/04/22, 45.39
2010/04/23, 35.16
2010/04/24, 34.12
2010/04/25, 44.00
2010/04/26, 58.32
2010/04/27, 72.28
2010/04/28, 74.52
2010/04/29, 54.70
2010/04/30, 40.23
2010/05/01, 34.09
2010/05/02, 34.54
2010/05/03, 44.03
2010/05/04, 49.97
2010/05/05, 86.67
2010/05/06, 84.43
2010/05/07, 106.80
2010/05/08, 91.56
2010/05/09, 88.00
2010/05/10, 75.65
2010/05/11, 53.43
2010/05/12, 42.47
2010/05/13, 32.39
2010/05/14, 39.27
2010/05/15, 62.03
2010/05/16, 75.57
2010/05/17, 107.31
2010/05/18, 102.55
2010/05/19, 78.48
2010/05/20, 91.00
2010/05/21, 133.15
2010/05/22, 106.65
2010/05/23, 75.51
2010/05/24, 65.83
2010/05/25, 55.32
2010/05/26, 42.30
2010/05/27, 46.94
2010/05/28, 49.21
2010/05/29, 49.24
2010/05/30, 56.14
2010/05/31, 78.57
2010/06/01, 98.53
2010/06/02, 134.97
2010/06/03, 167.16
2010/06/04, 180.15
2010/06/05, 255.10
2010/06/06, 297.82
2010/06/07, 311.33
2010/06/08, 277.61
2010/06/09, 309.29
2010/06/10, 256.34
2010/06/11, 192.07
2010/06/12, 159.46
2010/06/13, 111.92
2010/06/14, 123.53
2010/06/15, 165.15
2010/06/16, 184.60
2010/06/17, 146.04
2010/06/18, 127.69
2010/06/19, 131.65
2010/06/20, 132.11
2010/06/21, 122.23
2010/06/22, 125.54
2010/06/23, 130.49
2010/06/24, 148.75
